species,common,kingdom,class,lat,lon,date,year,basisOfRecord,datasetName
Zenaida macroura,Mourning Dove,Animalia,Aves,45.01931,-93.24225,2019-07-07,2019,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2019-07-04,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-07-05,2019,HUMAN_OBSERVATION,EBIRD
Dumetella carolinensis,Gray Catbird,Animalia,Aves,45.01931,-93.24225,2019-07-05,2019,HUMAN_OBSERVATION,EBIRD
Dumetella carolinensis,Gray Catbird,Animalia,Aves,45.01931,-93.24225,2019-07-10,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-07-04,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-07-04,2019,HUMAN_OBSERVATION,EBIRD
Dumetella carolinensis,Gray Catbird,Animalia,Aves,45.01931,-93.24225,2019-07-04,2019,HUMAN_OBSERVATION,EBIRD
Quiscalus quiscula,Common Grackle,Animalia,Aves,45.01931,-93.24225,2019-07-05,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-07-04,2019,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-07-04,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-07-10,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-07-10,2019,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2019-07-10,2019,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.016293,-93.22777,2019-07-09,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.016293,-93.22777,2019-07-09,2019,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2019-07-10,2019,HUMAN_OBSERVATION,EBIRD
"Astur Lacepède, 1799",Cooper's Hawk,Animalia,Aves,45.01931,-93.24225,2019-07-10,2019,HUMAN_OBSERVATION,EBIRD
Bombus auricomus,,Animalia,Insecta,45.015858,-93.232282,2019-08-04,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Argiope aurantia,,Animalia,Arachnida,45.015739,-93.232618,2019-08-12,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Celtis occidentalis,,Plantae,Magnoliopsida,45.016903,-93.233389,2019-08-21,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Euphorbia corollata,,Plantae,Magnoliopsida,45.016017,-93.23008,2019-08-31,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Vitis riparia,,Plantae,Magnoliopsida,45.016132,-93.2326,2019-08-15,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.016293,-93.22777,2019-08-11,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-08-16,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.016293,-93.22777,2019-08-11,2019,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.016293,-93.22777,2019-08-11,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.016293,-93.22777,2019-08-11,2019,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.016293,-93.22777,2019-08-21,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2019-08-14,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.016293,-93.22777,2019-08-21,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-08-20,2019,HUMAN_OBSERVATION,EBIRD
Zenaida macroura,Mourning Dove,Animalia,Aves,45.01931,-93.24225,2019-08-20,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-08-20,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Melospiza melodia,Song Sparrow,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-08-16,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.016293,-93.22777,2019-08-11,2019,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-08-20,2019,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2019-08-13,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.016293,-93.22777,2019-08-21,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Archilochus colubris,Ruby-throated Hummingbird,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Dumetella carolinensis,Gray Catbird,Animalia,Aves,45.01931,-93.24225,2019-08-13,2019,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-08-16,2019,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.016293,-93.22777,2019-08-21,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-08-13,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-08-14,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.016293,-93.22777,2019-08-21,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-08-13,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Dumetella carolinensis,Gray Catbird,Animalia,Aves,45.01931,-93.24225,2019-08-14,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.016293,-93.22777,2019-08-21,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-08-16,2019,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-08-14,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-08-13,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Catharus fuscescens,Veery,Animalia,Aves,45.01931,-93.24225,2019-08-16,2019,HUMAN_OBSERVATION,EBIRD
Archilochus colubris,Ruby-throated Hummingbird,Animalia,Aves,45.016293,-93.22777,2019-08-11,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2019-08-20,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.016293,-93.22777,2019-08-11,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-08-09,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2019-08-14,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.016293,-93.22777,2019-08-21,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2019-08-13,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2019-08-16,2019,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2019-08-20,2019,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-08-13,2019,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.016293,-93.22777,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.016293,-93.22777,2019-08-21,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-08-14,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.016293,-93.22777,2019-08-21,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-08-16,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-08-14,2019,HUMAN_OBSERVATION,EBIRD
Zenaida macroura,Mourning Dove,Animalia,Aves,45.016293,-93.22777,2019-08-21,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-08-13,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2019-08-09,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-08-09,2019,HUMAN_OBSERVATION,EBIRD
Hirundo rustica,Barn Swallow,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2019-08-16,2019,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2019-08-09,2019,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2019-08-14,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-08-09,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-08-14,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-08-09,2019,HUMAN_OBSERVATION,EBIRD
Dumetella carolinensis,Gray Catbird,Animalia,Aves,45.01931,-93.24225,2019-08-09,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-08-16,2019,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.016293,-93.22777,2019-08-11,2019,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2019-08-09,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-08-09,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-08-30,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-08-30,2019,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Pandion haliaetus,Osprey,Animalia,Aves,45.01931,-93.24225,2019-08-30,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-08-30,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2019-08-30,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2019-08-31,2019,HUMAN_OBSERVATION,EBIRD
Hirundo rustica,Barn Swallow,Animalia,Aves,45.01931,-93.24225,2019-08-30,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-08-31,2019,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.016293,-93.22777,2019-08-11,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.016293,-93.22777,2019-08-11,2019,HUMAN_OBSERVATION,EBIRD
Branta canadensis,Canada Goose,Animalia,Aves,45.01931,-93.24225,2019-08-30,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Dumetella carolinensis,Gray Catbird,Animalia,Aves,45.01931,-93.24225,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
"Astur Lacepède, 1799",Cooper's Hawk,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Columba livia,Rock Pigeon,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-08-30,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-08-17,2019,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-08-31,2019,HUMAN_OBSERVATION,EBIRD
Quiscalus quiscula,Common Grackle,Animalia,Aves,45.01931,-93.24225,2019-08-04,2019,HUMAN_OBSERVATION,EBIRD
Daktulosphaira vitifoliae,,Animalia,Insecta,45.016051,-93.232376,2019-08-15,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Bombus bimaculatus,Two-spotted bumble bee,Animalia,Insecta,45.016308,-93.227692,2019-08-09,2019,HUMAN_OBSERVATION,
Sicyos angulatus,,Plantae,Magnoliopsida,45.021497,-93.243898,2019-09-02,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Ambrosia artemisiifolia,,Plantae,Magnoliopsida,45.021516,-93.243748,2019-09-02,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Celtis occidentalis,,Plantae,Magnoliopsida,45.019906,-93.239932,2019-09-06,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Harmonia axyridis,,Animalia,Insecta,45.02143,-93.244108,2019-09-14,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Nepeta cataria,,Plantae,Magnoliopsida,45.021524,-93.243641,2019-09-02,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-09-02,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2019-09-02,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-09-15,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01712,-93.232895,2019-09-28,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-09-02,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-09-15,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-09-02,2019,HUMAN_OBSERVATION,EBIRD
Branta canadensis,Canada Goose,Animalia,Aves,45.01931,-93.24225,2019-09-02,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-09-02,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-09-02,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01712,-93.232895,2019-09-28,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-09-15,2019,HUMAN_OBSERVATION,EBIRD
Zonotrichia albicollis,White-throated Sparrow,Animalia,Aves,45.01712,-93.232895,2019-09-28,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-09-24,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-09-24,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01712,-93.232895,2019-09-28,2019,HUMAN_OBSERVATION,EBIRD
Branta canadensis,Canada Goose,Animalia,Aves,45.01931,-93.24225,2019-09-15,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-09-24,2019,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2019-09-02,2019,HUMAN_OBSERVATION,EBIRD
Troglodytes hiemalis,Winter Wren,Animalia,Aves,45.01712,-93.232895,2019-09-28,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-09-24,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-09-15,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-09-24,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-09-15,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-09-15,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-09-04,2019,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2019-09-04,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-09-28,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-09-28,2019,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-09-28,2019,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2019-09-24,2019,HUMAN_OBSERVATION,EBIRD
Setophaga ruticilla,American Redstart,Animalia,Aves,45.016293,-93.22777,2019-09-02,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-09-04,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-09-28,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-09-04,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2019-09-28,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-09-24,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-09-04,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-09-28,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-09-28,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Hirundo rustica,Barn Swallow,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Branta canadensis,Canada Goose,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
"Astur Lacepède, 1799",Cooper's Hawk,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-09-16,2019,HUMAN_OBSERVATION,EBIRD
Vanessa cardui,,Animalia,Insecta,45.015836,-93.2324,2019-10-08,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Pyrrharctia isabella,,Animalia,Insecta,45.016145,-93.232317,2019-10-09,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Lithospermum canescens,,Plantae,Magnoliopsida,45.016097,-93.229861,2019-10-12,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Leiothlypis celata,Orange-crowned Warbler,Animalia,Aves,45.01712,-93.232895,2019-10-02,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.016293,-93.22777,2019-10-19,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01712,-93.232895,2019-10-02,2019,HUMAN_OBSERVATION,EBIRD
