species,common,kingdom,class,lat,lon,date,year,basisOfRecord,datasetName
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.019638,-93.24008,2023-12-02,2023,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.019638,-93.24008,2023-12-02,2023,HUMAN_OBSERVATION,EBIRD
Agapostemon virescens,,Animalia,Insecta,45.019705,-93.241472,2022-06-21,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations
Colaptes auratus,Northern Flicker,Animalia,Aves,45.019638,-93.24008,2022-12-16,2022,HUMAN_OBSERVATION,EBIRD
Elkalyce comyntas,,Animalia,Insecta,45.019609,-93.240017,2021-08-06,2021,HUMAN_OBSERVATION,iNaturalist research-grade observations
Chauliognathus pensylvanicus,,Animalia,Insecta,45.019832,-93.238819,2020-08-10,2020,HUMAN_OBSERVATION,iNaturalist research-grade observations
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.020226,-93.24038,2019-03-29,2019,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.020226,-93.24038,2019-03-29,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.020226,-93.24038,2019-03-29,2019,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.020226,-93.24038,2019-03-29,2019,HUMAN_OBSERVATION,EBIRD
Sturnus vulgaris,European Starling,Animalia,Aves,45.020226,-93.24038,2019-03-29,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.020226,-93.24038,2019-03-29,2019,HUMAN_OBSERVATION,EBIRD
Celtis occidentalis,,Plantae,Magnoliopsida,45.019906,-93.239932,2019-09-06,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-06-28,2018,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-06-28,2018,PRESERVED_SPECIMEN,UMSP
Colletes kincaidii,,Animalia,Insecta,45.0196,-93.2396,2018-06-28,2018,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-06-28,2018,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-06-28,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-07-24,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-07-17,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-07-24,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-07-09,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-07-17,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-07-24,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-07-17,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-07-31,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-07-24,2018,PRESERVED_SPECIMEN,UMSP
Bombus fervidus,,Animalia,Insecta,45.0196,-93.2396,2018-07-11,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-07-31,2018,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-07-09,2018,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-07-09,2018,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-07-09,2018,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-07-09,2018,PRESERVED_SPECIMEN,UMSP
Coelioxys rufitarsis,,Animalia,Insecta,45.0196,-93.2396,2018-07-24,2018,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-07-09,2018,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-07-09,2018,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-07-09,2018,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-07-09,2018,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.0196,-93.2396,2018-07-09,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-08-15,2018,PRESERVED_SPECIMEN,UMSP
Bombus rufocinctus,,Animalia,Insecta,45.019788,-93.240211,2018-08-15,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-08-08,2018,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2018-08-15,2018,PRESERVED_SPECIMEN,UMSP
Andrena dunningi,,Animalia,Insecta,45.019788,-93.240211,2017-06-05,2017,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2017-07-19,2017,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2017-07-19,2017,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2017-07-31,2017,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2017-07-19,2017,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2017-07-19,2017,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2017-07-19,2017,PRESERVED_SPECIMEN,UMSP
Megachile frigida,,Animalia,Insecta,45.01969,-93.239648,2017-07-06,2017,PRESERVED_SPECIMEN,UMSP
Melissodes bimaculatus,,Animalia,Insecta,45.01969,-93.239648,2017-07-31,2017,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2017-08-10,2017,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019788,-93.240211,2017-08-07,2017,PRESERVED_SPECIMEN,UMSP
Andrena wilmattae,,Animalia,Insecta,45.019788,-93.240211,2016-06-07,2016,PRESERVED_SPECIMEN,UMSP
Andrena commoda,,Animalia,Insecta,45.019788,-93.240211,2016-06-15,2016,PRESERVED_SPECIMEN,UMSP
Andrena wilmattae,,Animalia,Insecta,45.019788,-93.240211,2016-06-07,2016,PRESERVED_SPECIMEN,UMSP
Bombus rufocinctus,,Animalia,Insecta,45.019788,-93.240211,2016-06-15,2016,PRESERVED_SPECIMEN,UMSP
Bombus rufocinctus,,Animalia,Insecta,45.019788,-93.240211,2016-06-15,2016,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.01969,-93.239648,2016-06-29,2016,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.01969,-93.239648,2016-06-29,2016,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.01969,-93.239648,2016-07-08,2016,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.01969,-93.239648,2016-07-13,2016,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.01969,-93.239648,2016-07-08,2016,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.01969,-93.239648,2016-07-08,2016,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.01969,-93.239648,2016-07-13,2016,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.01969,-93.239648,2016-07-13,2016,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.01969,-93.239648,2016-07-13,2016,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.01969,-93.239648,2016-07-13,2016,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.01969,-93.239648,2016-07-13,2016,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.01969,-93.239648,2016-07-13,2016,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.01969,-93.239648,2016-08-08,2016,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.01969,-93.239648,2016-08-08,2016,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.01969,-93.239648,2015-06-18,2015,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.01969,-93.239648,2015-06-18,2015,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.019958,-93.23904,2015-06-29,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.019958,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.019958,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.019958,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Andrena wilkella,,Animalia,Insecta,45.019958,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Bombus rufocinctus,,Animalia,Insecta,45.019717,-93.239162,2015-07-02,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Bombus fervidus,,Animalia,Insecta,45.019958,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Bombus bimaculatus,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Bombus fervidus,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Anthidium oblongatum,,Animalia,Insecta,45.019958,-93.241959,2015-07-13,2015,PRESERVED_SPECIMEN,UMSP
Megachile latimanus,,Animalia,Insecta,45.019858,-93.23904,2015-07-29,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Calliopsis andreniformis,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019708,-93.239429,2015-08-24,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019708,-93.239429,2015-08-24,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019708,-93.239429,2015-08-24,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019708,-93.239429,2015-08-24,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019708,-93.239429,2015-08-24,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019708,-93.239429,2015-08-24,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019708,-93.239429,2015-08-24,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019708,-93.239429,2015-08-24,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019708,-93.239429,2015-08-24,2015,PRESERVED_SPECIMEN,UMSP
Bombus impatiens,,Animalia,Insecta,45.019786,-93.239534,2015-08-11,2015,PRESERVED_SPECIMEN,UMSP
Sturnus vulgaris,European Starling,Animalia,Aves,45.019802,-93.240135,2014-03-29,2014,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.019802,-93.240135,2014-03-29,2014,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.019802,-93.240135,2014-03-29,2014,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.019802,-93.240135,2014-03-29,2014,HUMAN_OBSERVATION,EBIRD
